connection,member,datum,origin_x_mm,origin_y_mm,origin_z_mm,along_y,along_z,cross_y,cross_z,along_from_corner_mm,signed_cross_from_corner_mm,hole_diameter_mm,instruction
lumber_leg_bolt_left_1,lumber_leg_left,Minimum-X side face; lowest along-grain physical profile corner,-1308.1000000000001,1490.3499890566939,0.0,-0.26015745792854417,0.9655662054381139,0.9655662054381139,0.26015745792854417,1676.0412594585928,-109.8343698419111,14.2875,Axis normal to side face; use profile to identify corner and positive directions. Development dimensions.
lumber_leg_bolt_left_1,base_side_left,Minimum-X side face; lowest along-grain physical profile corner,-1219.2,-182.70000000000005,277.0,0.6427876096865427,0.7660444431189752,0.7660444431189752,-0.6427876096865427,1732.597345804662,22.5455501880607,14.2875,Axis normal to side face; use profile to identify corner and positive directions. Development dimensions.
lumber_leg_bolt_left_2,lumber_leg_left,Minimum-X side face; lowest along-grain physical profile corner,-1308.1000000000001,1490.3499890566939,0.0,-0.26015745792854417,0.9655662054381139,0.9655662054381139,0.26015745792854417,1636.6774601379739,-57.35781507904437,14.2875,Axis normal to side face; use profile to identify corner and positive directions. Development dimensions.
lumber_leg_bolt_left_2,base_side_left,Minimum-X side face; lowest along-grain physical profile corner,-1219.2,-182.70000000000005,277.0,0.6427876096865427,0.7660444431189752,0.7660444431189752,-0.6427876096865427,1753.0918574978973,84.8614589689646,14.2875,Axis normal to side face; use profile to identify corner and positive directions. Development dimensions.
lumber_leg_bolt_left_3,lumber_leg_left,Minimum-X side face; lowest along-grain physical profile corner,-1308.1000000000001,1490.3499890566939,0.0,-0.26015745792854417,0.9655662054381139,0.9655662054381139,0.26015745792854417,1712.6774601379734,-57.35781507904443,14.2875,Axis normal to side face; use profile to identify corner and positive directions. Development dimensions.
lumber_leg_bolt_left_3,base_side_left,Minimum-X side face; lowest along-grain physical profile corner,-1219.2,-182.70000000000005,277.0,0.6427876096865427,0.7660444431189752,0.7660444431189752,-0.6427876096865427,1796.597345804662,22.5455501880607,14.2875,Axis normal to side face; use profile to identify corner and positive directions. Development dimensions.
lumber_leg_bolt_right_1,lumber_leg_right,Minimum-X side face; lowest along-grain physical profile corner,1219.2,1490.3499890566939,0.0,-0.26015745792854417,0.9655662054381139,0.9655662054381139,0.26015745792854417,1676.0412594585928,-109.8343698419111,14.2875,Axis normal to side face; use profile to identify corner and positive directions. Development dimensions.
lumber_leg_bolt_right_1,base_side_right,Minimum-X side face; lowest along-grain physical profile corner,1130.3000000000002,-182.70000000000005,277.0,0.6427876096865427,0.7660444431189752,0.7660444431189752,-0.6427876096865427,1732.597345804662,22.5455501880607,14.2875,Axis normal to side face; use profile to identify corner and positive directions. Development dimensions.
lumber_leg_bolt_right_2,lumber_leg_right,Minimum-X side face; lowest along-grain physical profile corner,1219.2,1490.3499890566939,0.0,-0.26015745792854417,0.9655662054381139,0.9655662054381139,0.26015745792854417,1636.6774601379739,-57.35781507904437,14.2875,Axis normal to side face; use profile to identify corner and positive directions. Development dimensions.
lumber_leg_bolt_right_2,base_side_right,Minimum-X side face; lowest along-grain physical profile corner,1130.3000000000002,-182.70000000000005,277.0,0.6427876096865427,0.7660444431189752,0.7660444431189752,-0.6427876096865427,1753.0918574978973,84.8614589689646,14.2875,Axis normal to side face; use profile to identify corner and positive directions. Development dimensions.
lumber_leg_bolt_right_3,lumber_leg_right,Minimum-X side face; lowest along-grain physical profile corner,1219.2,1490.3499890566939,0.0,-0.26015745792854417,0.9655662054381139,0.9655662054381139,0.26015745792854417,1712.6774601379734,-57.35781507904443,14.2875,Axis normal to side face; use profile to identify corner and positive directions. Development dimensions.
lumber_leg_bolt_right_3,base_side_right,Minimum-X side face; lowest along-grain physical profile corner,1130.3000000000002,-182.70000000000005,277.0,0.6427876096865427,0.7660444431189752,0.7660444431189752,-0.6427876096865427,1796.597345804662,22.5455501880607,14.2875,Axis normal to side face; use profile to identify corner and positive directions. Development dimensions.
