
                        S T E P       1


                                INCREMENT     1


 displacements (vx,vy,vz) for set ALLN and time  0.1000000E+01

         1  1.079548E-01 -2.134681E+00  6.573150E-01
         2  1.011006E-01 -2.522751E+00  9.359515E-01
         3  8.420562E-01 -2.511872E+00  9.449524E-01
         4  8.427634E-01 -2.109851E+00  6.386026E-01
         5  1.034963E-01 -2.329447E+00  7.952305E-01
         6  4.706352E-01 -2.517991E+00  9.412157E-01
         7  8.422438E-01 -2.320760E+00  8.021387E-01
         8  4.703705E-01 -2.119400E+00  6.475243E-01
         9  9.911242E-02 -2.135034E+00  6.578119E-01
        10  9.391036E-02 -2.521029E+00  9.345581E-01
        11  8.351152E-01 -2.509257E+00  9.427571E-01
        12  8.373840E-01 -2.108567E+00  6.374888E-01
        13  9.536805E-02 -2.328066E+00  7.939948E-01
        14  4.634714E-01 -2.516295E+00  9.398190E-01
        15  8.366812E-01 -2.320499E+00  8.019152E-01
        16  4.630714E-01 -2.118099E+00  6.466323E-01
        17  8.623152E-02 -2.134782E+00  6.577137E-01
        18  8.336583E-02 -2.518846E+00  9.330481E-01
        19  8.261999E-01 -2.508832E+00  9.427629E-01
        20  8.287101E-01 -2.115997E+00  6.445488E-01
        21  8.371164E-02 -2.326356E+00  7.922485E-01
        22  4.532044E-01 -2.515143E+00  9.390490E-01
        23  8.272643E-01 -2.318622E+00  8.002083E-01
        24  4.540270E-01 -2.121665E+00  6.505264E-01
        25  8.256015E-02 -2.135669E+00  6.585371E-01
        26  8.002680E-02 -2.518625E+00  9.329473E-01
        27  8.231571E-01 -2.508541E+00  9.425700E-01
        28  8.255403E-01 -2.117637E+00  6.462202E-01
        29  8.030686E-02 -2.325693E+00  7.915670E-01
        30  4.501115E-01 -2.514845E+00  9.388808E-01
        31  8.243177E-01 -2.318162E+00  7.998455E-01
        32  4.507146E-01 -2.123093E+00  6.519160E-01
        33  7.824221E-02 -2.134162E+00  6.568423E-01
        34  7.627326E-02 -2.518242E+00  9.327314E-01
        35  8.196008E-01 -2.508759E+00  9.429513E-01
        36  8.216700E-01 -2.119145E+00  6.478485E-01
        37  7.630784E-02 -2.325010E+00  7.908123E-01
        38  4.465049E-01 -2.514089E+00  9.382847E-01
        39  8.207080E-01 -2.317347E+00  7.991463E-01
        40  4.468838E-01 -2.124520E+00  6.533536E-01
        41  5.373397E-02 -2.129898E+00  6.485995E-01
        42  5.443458E-02 -2.513939E+00  9.274014E-01
        43  7.977087E-01 -2.505553E+00  9.407493E-01
        44  7.967779E-01 -2.123241E+00  6.551384E-01
        45  5.404842E-02 -2.322115E+00  7.876792E-01
        46  4.250495E-01 -2.509958E+00  9.350645E-01
        47  7.969153E-01 -2.314178E+00  7.975355E-01
        48  4.250210E-01 -2.126214E+00  6.529166E-01
        49  3.541406E-02 -2.128450E+00  6.442590E-01
        50  3.557165E-02 -2.511577E+00  9.252659E-01
        51  7.785392E-01 -2.501304E+00  9.388907E-01
        52  7.670404E-01 -2.122551E+00  6.564862E-01
        53  3.383714E-02 -2.320313E+00  7.848432E-01
        54  4.066866E-01 -2.506676E+00  9.324400E-01
        55  7.749790E-01 -2.310773E+00  7.966563E-01
        56  4.083410E-01 -2.124937E+00  6.505885E-01
        57  3.293595E-02 -2.128148E+00  6.436889E-01
