part,layers,dimension_1_mm,dimension_2_mm,dimension_3_mm,dimension_1_in,dimension_2_in,dimension_3_in,description
main_lower_left,1,1219.2,1219.2,18.256249999999998,48.00000000000001,48.00000000000001,0.71875,"Retained purchased face / plywood leg or splice / timber profile; original datum, only this MVP's fastener bores; COMMERCIAL-BRACKET MVP; nominal ordinary stock/hardware, unqualified joint, fit and stability; no glue/friction capacity credit"
main_lower_right,1,1219.2,1219.2,18.256249999999998,48.00000000000001,48.00000000000001,0.71875,"Retained purchased face / plywood leg or splice / timber profile; original datum, only this MVP's fastener bores; COMMERCIAL-BRACKET MVP; nominal ordinary stock/hardware, unqualified joint, fit and stability; no glue/friction capacity credit"
main_upper_left,1,1219.2,1219.2,18.256249999999998,48.00000000000001,48.00000000000001,0.71875,"Retained purchased face / plywood leg or splice / timber profile; original datum, only this MVP's fastener bores; COMMERCIAL-BRACKET MVP; nominal ordinary stock/hardware, unqualified joint, fit and stability; no glue/friction capacity credit"
main_upper_right,1,1219.2,1219.2,18.256249999999998,48.00000000000001,48.00000000000001,0.71875,"Retained purchased face / plywood leg or splice / timber profile; original datum, only this MVP's fastener bores; COMMERCIAL-BRACKET MVP; nominal ordinary stock/hardware, unqualified joint, fit and stability; no glue/friction capacity credit"
kicker_left,1,1219.2,225.0,18.256249999999998,48.00000000000001,8.858267716535433,0.71875,"Retained purchased face / plywood leg or splice / timber profile; original datum, only this MVP's fastener bores; COMMERCIAL-BRACKET MVP; nominal ordinary stock/hardware, unqualified joint, fit and stability; no glue/friction capacity credit"
kicker_right,1,1219.2,225.0,18.256249999999998,48.00000000000001,8.858267716535433,0.71875,"Retained purchased face / plywood leg or splice / timber profile; original datum, only this MVP's fastener bores; COMMERCIAL-BRACKET MVP; nominal ordinary stock/hardware, unqualified joint, fit and stability; no glue/friction capacity credit"
box_side_left,1,2438.4,184.15,38.1,96.00000000000001,7.250000000000001,1.5000000000000002,Original rim datum restored without deep beam housings; commercial-bracket MVP; unqualified
leg_left_inner,1,1782.1991070973556,727.5392893581999,19.05,70.16531917706125,28.643279108590548,0.7500000000000001,"Retained purchased face / plywood leg or splice / timber profile; original datum, only this MVP's fastener bores; COMMERCIAL-BRACKET MVP; nominal ordinary stock/hardware, unqualified joint, fit and stability; no glue/friction capacity credit"
leg_left_outer,1,1782.1991070973556,727.5392893581999,19.05,70.16531917706125,28.643279108590548,0.7500000000000001,"Retained purchased face / plywood leg or splice / timber profile; original datum, only this MVP's fastener bores; COMMERCIAL-BRACKET MVP; nominal ordinary stock/hardware, unqualified joint, fit and stability; no glue/friction capacity credit"
box_side_right,1,2438.4,184.15,38.1,96.00000000000001,7.250000000000001,1.5000000000000002,Original rim datum restored without deep beam housings; commercial-bracket MVP; unqualified
leg_right_inner,1,1782.1991070973556,727.5392893581999,19.05,70.16531917706125,28.643279108590548,0.7500000000000001,"Retained purchased face / plywood leg or splice / timber profile; original datum, only this MVP's fastener bores; COMMERCIAL-BRACKET MVP; nominal ordinary stock/hardware, unqualified joint, fit and stability; no glue/friction capacity credit"
leg_right_outer,1,1782.1991070973556,727.5392893581999,19.05,70.16531917706125,28.643279108590548,0.7500000000000001,"Retained purchased face / plywood leg or splice / timber profile; original datum, only this MVP's fastener bores; COMMERCIAL-BRACKET MVP; nominal ordinary stock/hardware, unqualified joint, fit and stability; no glue/friction capacity credit"
kicker_batten_bottom,1,2438.4,50,38.1,96.00000000000001,1.968503937007874,1.5000000000000002,"Retained purchased face / plywood leg or splice / timber profile; original datum, only this MVP's fastener bores; COMMERCIAL-BRACKET MVP; nominal ordinary stock/hardware, unqualified joint, fit and stability; no glue/friction capacity credit"
kicker_batten_top,1,2438.4,50,38.1,96.00000000000001,1.968503937007874,1.5000000000000002,"Retained purchased face / plywood leg or splice / timber profile; original datum, only this MVP's fastener bores; COMMERCIAL-BRACKET MVP; nominal ordinary stock/hardware, unqualified joint, fit and stability; no glue/friction capacity credit"
kicker_cheek_left,2,343.3693383237762,141.0670842003598,38.1,13.518477886762843,5.553822212612591,1.5000000000000002,"Retained purchased face / plywood leg or splice / timber profile; original datum, only this MVP's fastener bores; COMMERCIAL-BRACKET MVP; nominal ordinary stock/hardware, unqualified joint, fit and stability; no glue/friction capacity credit"
kicker_cheek_right,2,343.3693383237762,141.0670842003598,38.1,13.518477886762843,5.553822212612591,1.5000000000000002,"Retained purchased face / plywood leg or splice / timber profile; original datum, only this MVP's fastener bores; COMMERCIAL-BRACKET MVP; nominal ordinary stock/hardware, unqualified joint, fit and stability; no glue/friction capacity credit"
cheek_splice_left_inner,1,228.97839601454803,153.31428722535233,19.05,9.014897480887718,6.035995560053242,0.7500000000000001,"Retained purchased face / plywood leg or splice / timber profile; original datum, only this MVP's fastener bores; COMMERCIAL-BRACKET MVP; nominal ordinary stock/hardware, unqualified joint, fit and stability; no glue/friction capacity credit"
cheek_splice_left_outer,1,228.97839601454803,153.31428722535233,19.05,9.014897480887718,6.035995560053242,0.7500000000000001,"Retained purchased face / plywood leg or splice / timber profile; original datum, only this MVP's fastener bores; COMMERCIAL-BRACKET MVP; nominal ordinary stock/hardware, unqualified joint, fit and stability; no glue/friction capacity credit"
cheek_splice_right_inner,1,228.97839601454803,153.31428722535233,19.05,9.014897480887718,6.035995560053242,0.7500000000000001,"Retained purchased face / plywood leg or splice / timber profile; original datum, only this MVP's fastener bores; COMMERCIAL-BRACKET MVP; nominal ordinary stock/hardware, unqualified joint, fit and stability; no glue/friction capacity credit"
cheek_splice_right_outer,1,228.97839601454803,153.31428722535233,19.05,9.014897480887718,6.035995560053242,0.7500000000000001,"Retained purchased face / plywood leg or splice / timber profile; original datum, only this MVP's fastener bores; COMMERCIAL-BRACKET MVP; nominal ordinary stock/hardware, unqualified joint, fit and stability; no glue/friction capacity credit"
wood_kicker_block_left_bottom,1,76.2,40.0,38.1,3.0000000000000004,1.5748031496062993,1.5000000000000002,"Sawn kicker retention block, grain vertical Z; side-grain X/Y fasteners; COMMERCIAL-BRACKET MVP; nominal ordinary stock/hardware, unqualified joint, fit and stability; no glue/friction capacity credit"
wood_kicker_block_left_top,1,76.2,40.0,38.1,3.0000000000000004,1.5748031496062993,1.5000000000000002,"Sawn kicker retention block, grain vertical Z; side-grain X/Y fasteners; COMMERCIAL-BRACKET MVP; nominal ordinary stock/hardware, unqualified joint, fit and stability; no glue/friction capacity credit"
