connection,member,datum,origin_x_mm,origin_y_mm,origin_z_mm,along_y,along_z,cross_y,cross_z,along_from_corner_mm,signed_cross_from_corner_mm,hole_diameter_mm,instruction
lumber_leg_bolt_left_1,base_side_left,Minimum-X side face; lowest along-grain physical profile corner,-1219.2,-182.70000000000005,277.0,0.6427876096865427,0.7660444431189752,0.7660444431189752,-0.6427876096865427,1957.614366189182,64.76834781176365,14.2875,Development axis normal to side face; identify physical corner and signed directions. Not a drilling release.
lumber_leg_bolt_left_1,lumber_leg_left,Minimum-X side face; lowest along-grain physical profile corner,-1308.1000000000001,1639.9464830416932,0.0,-0.23915183196324324,0.9709821838059775,0.9709821838059772,0.2391518319632432,1807.7334095709575,-84.83990309354715,14.2875,Development axis normal to side face; identify physical corner and signed directions. Not a drilling release.
lumber_leg_bolt_left_2,base_side_left,Minimum-X side face; lowest along-grain physical profile corner,-1219.2,-182.70000000000005,277.0,0.6427876096865427,0.7660444431189752,0.7660444431189752,-0.6427876096865427,2009.8098705844404,44.47969775995989,14.2875,Development axis normal to side face; identify physical corner and signed directions. Not a drilling release.
lumber_leg_bolt_left_2,lumber_leg_left,Minimum-X side face; lowest along-grain physical profile corner,-1308.1000000000001,1639.9464830416932,0.0,-0.23915183196324324,0.9709821838059775,0.9709821838059772,0.2391518319632432,1854.9133046510815,-54.67274379359833,14.2875,Development axis normal to side face; identify physical corner and signed directions. Not a drilling release.
lumber_leg_bolt_right_1,base_side_right,Minimum-X side face; lowest along-grain physical profile corner,1130.3000000000002,-182.70000000000005,277.0,0.6427876096865427,0.7660444431189752,0.7660444431189752,-0.6427876096865427,1957.614366189182,64.76834781176365,14.2875,Development axis normal to side face; identify physical corner and signed directions. Not a drilling release.
lumber_leg_bolt_right_1,lumber_leg_right,Minimum-X side face; lowest along-grain physical profile corner,1219.2,1639.9464830416932,0.0,-0.23915183196324324,0.9709821838059775,0.9709821838059772,0.2391518319632432,1807.7334095709575,-84.83990309354715,14.2875,Development axis normal to side face; identify physical corner and signed directions. Not a drilling release.
lumber_leg_bolt_right_2,base_side_right,Minimum-X side face; lowest along-grain physical profile corner,1130.3000000000002,-182.70000000000005,277.0,0.6427876096865427,0.7660444431189752,0.7660444431189752,-0.6427876096865427,2009.8098705844404,44.47969775995989,14.2875,Development axis normal to side face; identify physical corner and signed directions. Not a drilling release.
lumber_leg_bolt_right_2,lumber_leg_right,Minimum-X side face; lowest along-grain physical profile corner,1219.2,1639.9464830416932,0.0,-0.23915183196324324,0.9709821838059775,0.9709821838059772,0.2391518319632432,1854.9133046510815,-54.67274379359833,14.2875,Development axis normal to side face; identify physical corner and signed directions. Not a drilling release.
knee_bolt_left_rim_1,base_side_left,Minimum-X side face; lowest along-grain physical profile corner,-1219.2,-182.70000000000005,277.0,0.6427876096865427,0.7660444431189752,0.7660444431189752,-0.6427876096865427,1480.8671193153732,38.31751978168893,11.1125,Development axis normal to side face; identify physical corner and signed directions. Not a drilling release.
knee_bolt_left_rim_1,base_knee_left_rim,Minimum-X side face; lowest along-grain physical profile corner,-1257.3,712.721172673499,1393.1772302141915,0.8117811605452602,-0.5839617687689757,-0.5839617687689757,-0.8117811605452602,73.39856423294621,-44.91940408600732,11.1125,Development axis normal to side face; identify physical corner and signed directions. Not a drilling release.
knee_bolt_left_rim_2,base_side_left,Minimum-X side face; lowest along-grain physical profile corner,-1219.2,-182.70000000000005,277.0,0.6427876096865427,0.7660444431189752,0.7660444431189752,-0.6427876096865427,1530.8671193153732,38.31751978168904,11.1125,Development axis normal to side face; identify physical corner and signed directions. Not a drilling release.
knee_bolt_left_rim_2,base_knee_left_rim,Minimum-X side face; lowest along-grain physical profile corner,-1257.3,712.721172673499,1393.1772302141915,0.8117811605452602,-0.5839617687689757,-0.5839617687689757,-0.8117811605452602,77.121674423749,-94.78059591399241,11.1125,Development axis normal to side face; identify physical corner and signed directions. Not a drilling release.
knee_bolt_left_leg_1,base_knee_left_leg,Minimum-X side face; lowest along-grain physical profile corner,-1219.2,969.044741258002,1380.8793783139615,0.8117811605452602,-0.5839617687689757,-0.5839617687689757,-0.8117811605452602,488.5398689051526,86.06423793102974,11.1125,Development axis normal to side face; identify physical corner and signed directions. Not a drilling release.
knee_bolt_left_leg_1,lumber_leg_left,Minimum-X side face; lowest along-grain physical profile corner,-1308.1000000000001,1639.9464830416932,0.0,-0.23915183196324324,0.9709821838059775,0.9709821838059772,0.2391518319632432,1073.5832420544007,-69.84999999999994,11.1125,Development axis normal to side face; identify physical corner and signed directions. Not a drilling release.
knee_bolt_left_leg_2,base_knee_left_leg,Minimum-X side face; lowest along-grain physical profile corner,-1219.2,969.044741258002,1380.8793783139615,0.8117811605452602,-0.5839617687689757,-0.5839617687689757,-0.8117811605452602,450.482097645345,53.63576206897005,11.1125,Development axis normal to side face; identify physical corner and signed directions. Not a drilling release.
knee_bolt_left_leg_2,lumber_leg_left,Minimum-X side face; lowest along-grain physical profile corner,-1308.1000000000001,1639.9464830416932,0.0,-0.23915183196324324,0.9709821838059775,0.9709821838059772,0.2391518319632432,1123.583242054401,-69.85000000000002,11.1125,Development axis normal to side face; identify physical corner and signed directions. Not a drilling release.
knee_bolt_right_rim_1,base_side_right,Minimum-X side face; lowest along-grain physical profile corner,1130.3000000000002,-182.70000000000005,277.0,0.6427876096865427,0.7660444431189752,0.7660444431189752,-0.6427876096865427,1480.8671193153732,38.31751978168893,11.1125,Development axis normal to side face; identify physical corner and signed directions. Not a drilling release.
knee_bolt_right_rim_1,base_knee_right_rim,Minimum-X side face; lowest along-grain physical profile corner,1219.2,712.721172673499,1393.1772302141915,0.8117811605452602,-0.5839617687689757,-0.5839617687689757,-0.8117811605452602,73.39856423294621,-44.91940408600732,11.1125,Development axis normal to side face; identify physical corner and signed directions. Not a drilling release.
