name,panel,receiver,from_left_mm,from_bottom_mm,vertical_axis,operation
round_panel_lower_left_rim_1,main_lower_left,base_side_left,19.049999999999955,59.05,S along panel slope,"Attachment axis retained. Viewer dimensions remain a historical SPAX proxy; selected Fas-n-Tite/Hillman 42605 remains contained in the 139.7 mm receiver, but exact geometry is not modeled."
round_panel_lower_left_rim_2,main_lower_left,base_side_left,19.049999999999955,417.4333333333334,S along panel slope,"Attachment axis retained. Viewer dimensions remain a historical SPAX proxy; selected Fas-n-Tite/Hillman 42605 remains contained in the 139.7 mm receiver, but exact geometry is not modeled."
round_panel_lower_left_rim_3,main_lower_left,base_side_left,19.049999999999955,775.8166666666667,S along panel slope,"Attachment axis retained. Viewer dimensions remain a historical SPAX proxy; selected Fas-n-Tite/Hillman 42605 remains contained in the 139.7 mm receiver, but exact geometry is not modeled."
round_panel_lower_left_rim_4,main_lower_left,base_side_left,19.049999999999955,1134.2,S along panel slope,"Attachment axis retained. Viewer dimensions remain a historical SPAX proxy; selected Fas-n-Tite/Hillman 42605 remains contained in the 139.7 mm receiver, but exact geometry is not modeled."
round_panel_lower_left_center_1,main_lower_left,base_principal_center_left,1149.2,59.05,S along panel slope,"Attachment axis retained. Viewer dimensions remain a historical SPAX proxy; selected Fas-n-Tite/Hillman 42605 remains contained in the 139.7 mm receiver, but exact geometry is not modeled."
round_panel_lower_left_center_2,main_lower_left,base_principal_center_left,1149.2,417.4333333333334,S along panel slope,"Attachment axis retained. Viewer dimensions remain a historical SPAX proxy; selected Fas-n-Tite/Hillman 42605 remains contained in the 139.7 mm receiver, but exact geometry is not modeled."
round_panel_lower_left_center_3,main_lower_left,base_principal_center_left,1149.2,775.8166666666667,S along panel slope,"Attachment axis retained. Viewer dimensions remain a historical SPAX proxy; selected Fas-n-Tite/Hillman 42605 remains contained in the 139.7 mm receiver, but exact geometry is not modeled."
round_panel_lower_left_center_4,main_lower_left,base_principal_center_left,1149.2,1134.2,S along panel slope,"Attachment axis retained. Viewer dimensions remain a historical SPAX proxy; selected Fas-n-Tite/Hillman 42605 remains contained in the 139.7 mm receiver, but exact geometry is not modeled."
round_panel_lower_left_edge_1,main_lower_left,base_rail_bottom_left,784.125,59.05,S along panel slope,"Attachment axis retained. Viewer dimensions remain a historical SPAX proxy; selected Fas-n-Tite/Hillman 42605 remains contained in the 139.7 mm receiver, but exact geometry is not modeled."
round_panel_lower_left_edge_2,main_lower_left,base_rail_bottom_left,384.125,59.05,S along panel slope,"Attachment axis retained. Viewer dimensions remain a historical SPAX proxy; selected Fas-n-Tite/Hillman 42605 remains contained in the 139.7 mm receiver, but exact geometry is not modeled."
round_panel_lower_left_service_1,main_lower_left,base_rail_service_lower_left,784.125,1134.2,S along panel slope,"Attachment axis retained. Viewer dimensions remain a historical SPAX proxy; selected Fas-n-Tite/Hillman 42605 remains contained in the 139.7 mm receiver, but exact geometry is not modeled."
round_panel_lower_left_service_2,main_lower_left,base_rail_service_lower_left,384.125,1134.2,S along panel slope,"Attachment axis retained. Viewer dimensions remain a historical SPAX proxy; selected Fas-n-Tite/Hillman 42605 remains contained in the 139.7 mm receiver, but exact geometry is not modeled."
round_panel_upper_left_rim_1,main_upper_left,base_side_left,19.049999999999955,59.049999999999955,S along panel slope,"Attachment axis retained. Viewer dimensions remain a historical SPAX proxy; selected Fas-n-Tite/Hillman 42605 remains contained in the 139.7 mm receiver, but exact geometry is not modeled."
round_panel_upper_left_rim_2,main_upper_left,base_side_left,19.049999999999955,417.4333333333334,S along panel slope,"Attachment axis retained. Viewer dimensions remain a historical SPAX proxy; selected Fas-n-Tite/Hillman 42605 remains contained in the 139.7 mm receiver, but exact geometry is not modeled."
round_panel_upper_left_rim_3,main_upper_left,base_side_left,19.049999999999955,775.8166666666668,S along panel slope,"Attachment axis retained. Viewer dimensions remain a historical SPAX proxy; selected Fas-n-Tite/Hillman 42605 remains contained in the 139.7 mm receiver, but exact geometry is not modeled."
round_panel_upper_left_rim_4,main_upper_left,base_side_left,19.049999999999955,1134.2,S along panel slope,"Attachment axis retained. Viewer dimensions remain a historical SPAX proxy; selected Fas-n-Tite/Hillman 42605 remains contained in the 139.7 mm receiver, but exact geometry is not modeled."
round_panel_upper_left_center_1,main_upper_left,base_principal_center_left,1149.2,59.049999999999955,S along panel slope,"Attachment axis retained. Viewer dimensions remain a historical SPAX proxy; selected Fas-n-Tite/Hillman 42605 remains contained in the 139.7 mm receiver, but exact geometry is not modeled."
round_panel_upper_left_center_2,main_upper_left,base_principal_center_left,1149.2,417.4333333333334,S along panel slope,"Attachment axis retained. Viewer dimensions remain a historical SPAX proxy; selected Fas-n-Tite/Hillman 42605 remains contained in the 139.7 mm receiver, but exact geometry is not modeled."
round_panel_upper_left_center_3,main_upper_left,base_principal_center_left,1149.2,775.8166666666668,S along panel slope,"Attachment axis retained. Viewer dimensions remain a historical SPAX proxy; selected Fas-n-Tite/Hillman 42605 remains contained in the 139.7 mm receiver, but exact geometry is not modeled."
