member,corner,origin_x_mm,origin_y_mm,origin_z_mm,along_from_corner_mm,signed_cross_from_corner_mm,world_x_mm,world_y_mm,world_z_mm,detail,assessment_status
base_knee_left_leg,1,-1219.2,969.044741258002,1380.8793783139615,-1.4210854715202004e-14,139.6999999999999,-1219.2,887.4652821609761,1267.4735501857888,Exact fresh-stock side-profile corner; perimeter order comes from stock-profiles.json.,Development package — splice/member cases pass; retained ML24Z/SDS connection gate open
base_knee_left_leg,2,-1219.2,969.044741258002,1380.8793783139615,0.0,0.0,-1219.2,969.044741258002,1380.8793783139615,Exact fresh-stock side-profile corner; perimeter order comes from stock-profiles.json.,Development package — splice/member cases pass; retained ML24Z/SDS connection gate open
base_knee_left_leg,3,-1219.2,969.044741258002,1380.8793783139615,495.23419891605516,-1.7053025658242404e-13,-1219.2,1371.0665339957795,1091.6815395600554,Exact fresh-stock side-profile corner; perimeter order comes from stock-profiles.json.,Development package — splice/member cases pass; retained ML24Z/SDS connection gate open
base_knee_left_leg,4,-1219.2,969.044741258002,1380.8793783139615,579.5109832752487,71.81102773115828,-1219.2,1397.545945038903,984.1722800679515,Exact fresh-stock side-profile corner; perimeter order comes from stock-profiles.json.,Development package — splice/member cases pass; retained ML24Z/SDS connection gate open
base_knee_left_leg,5,-1219.2,969.044741258002,1380.8793783139615,579.5109832752487,139.69999999999985,-1219.2,1357.9013807128824,929.0612913713263,Exact fresh-stock side-profile corner; perimeter order comes from stock-profiles.json.,Development package — splice/member cases pass; retained ML24Z/SDS connection gate open
base_knee_left_rim,1,-1257.3,712.721172673499,1393.1772302141915,0.0,0.0,-1257.3,712.721172673499,1393.1772302141915,Exact fresh-stock side-profile corner; perimeter order comes from stock-profiles.json.,Development package — splice/member cases pass; retained ML24Z/SDS connection gate open
base_knee_left_rim,2,-1257.3,712.721172673499,1393.1772302141915,10.431328947159429,-139.69999999999987,-1257.3,802.7685880892793,1500.49156103977,Exact fresh-stock side-profile corner; perimeter order comes from stock-profiles.json.,Development package — splice/member cases pass; retained ML24Z/SDS connection gate open
base_knee_left_rim,3,-1257.3,712.721172673499,1393.1772302141915,484.7711026035962,-139.69999999999982,-1257.3,1187.8286800408775,1223.4952678178815,Exact fresh-stock side-profile corner; perimeter order comes from stock-profiles.json.,Development package — splice/member cases pass; retained ML24Z/SDS connection gate open
base_knee_left_rim,4,-1257.3,712.721172673499,1393.1772302141915,484.7711026035962,8.526512829121202e-14,-1257.3,1106.2492209438517,1110.0894396897088,Exact fresh-stock side-profile corner; perimeter order comes from stock-profiles.json.,Development package — splice/member cases pass; retained ML24Z/SDS connection gate open
base_knee_right_leg,1,1181.1000000000001,969.044741258002,1380.8793783139615,-1.4210854715202004e-14,139.6999999999999,1181.1000000000001,887.4652821609761,1267.4735501857888,Exact fresh-stock side-profile corner; perimeter order comes from stock-profiles.json.,Development package — splice/member cases pass; retained ML24Z/SDS connection gate open
base_knee_right_leg,2,1181.1000000000001,969.044741258002,1380.8793783139615,0.0,0.0,1181.1000000000001,969.044741258002,1380.8793783139615,Exact fresh-stock side-profile corner; perimeter order comes from stock-profiles.json.,Development package — splice/member cases pass; retained ML24Z/SDS connection gate open
base_knee_right_leg,3,1181.1000000000001,969.044741258002,1380.8793783139615,495.23419891605516,-1.7053025658242404e-13,1181.1000000000001,1371.0665339957795,1091.6815395600554,Exact fresh-stock side-profile corner; perimeter order comes from stock-profiles.json.,Development package — splice/member cases pass; retained ML24Z/SDS connection gate open
