connection,member,datum,origin_x_mm,origin_y_mm,origin_z_mm,along_y,along_z,cross_y,cross_z,along_from_corner_mm,signed_cross_from_corner_mm,hole_diameter_mm,instruction
lumber_leg_bolt_left_1,base_side_left,Minimum-X side face; lowest along-grain physical profile corner,-1219.2,-182.70000000000005,277.0,0.6427876096865427,0.7660444431189752,0.7660444431189752,-0.6427876096865427,1966.981794134469,52.804516158157526,14.2875,Axis normal to side face; use profile to identify corner and positive directions. Conditional package dimensions; follow the stated installation assumptions.
lumber_leg_bolt_left_1,lumber_leg_left,Minimum-X side face; lowest along-grain physical profile corner,-1308.1000000000001,1639.9464830416932,0.0,-0.23915183196324324,0.9709821838059775,0.9709821838059772,0.2391518319632432,1822.9198857580088,-84.33699637646237,14.2875,Axis normal to side face; use profile to identify corner and positive directions. Conditional package dimensions; follow the stated installation assumptions.
lumber_leg_bolt_left_2,base_side_left,Minimum-X side face; lowest along-grain physical profile corner,-1219.2,-182.70000000000005,277.0,0.6427876096865427,0.7660444431189752,0.7660444431189752,-0.6427876096865427,2024.0476135358717,23.83052340523318,14.2875,Axis normal to side face; use profile to identify corner and positive directions. Conditional package dimensions; follow the stated installation assumptions.
lumber_leg_bolt_left_2,lumber_leg_left,Minimum-X side face; lowest along-grain physical profile corner,-1308.1000000000001,1639.9464830416932,0.0,-0.23915183196324324,0.9709821838059775,0.9709821838059772,0.2391518319632432,1879.9857051594115,-55.36300362353768,14.2875,Axis normal to side face; use profile to identify corner and positive directions. Conditional package dimensions; follow the stated installation assumptions.
lumber_leg_bolt_right_1,base_side_right,Minimum-X side face; lowest along-grain physical profile corner,1130.3000000000002,-182.70000000000005,277.0,0.6427876096865427,0.7660444431189752,0.7660444431189752,-0.6427876096865427,1966.981794134469,52.804516158157526,14.2875,Axis normal to side face; use profile to identify corner and positive directions. Conditional package dimensions; follow the stated installation assumptions.
lumber_leg_bolt_right_1,lumber_leg_right,Minimum-X side face; lowest along-grain physical profile corner,1219.2,1639.9464830416932,0.0,-0.23915183196324324,0.9709821838059775,0.9709821838059772,0.2391518319632432,1822.9198857580088,-84.33699637646237,14.2875,Axis normal to side face; use profile to identify corner and positive directions. Conditional package dimensions; follow the stated installation assumptions.
lumber_leg_bolt_right_2,base_side_right,Minimum-X side face; lowest along-grain physical profile corner,1130.3000000000002,-182.70000000000005,277.0,0.6427876096865427,0.7660444431189752,0.7660444431189752,-0.6427876096865427,2024.0476135358717,23.83052340523318,14.2875,Axis normal to side face; use profile to identify corner and positive directions. Conditional package dimensions; follow the stated installation assumptions.
lumber_leg_bolt_right_2,lumber_leg_right,Minimum-X side face; lowest along-grain physical profile corner,1219.2,1639.9464830416932,0.0,-0.23915183196324324,0.9709821838059775,0.9709821838059772,0.2391518319632432,1879.9857051594115,-55.36300362353768,14.2875,Axis normal to side face; use profile to identify corner and positive directions. Conditional package dimensions; follow the stated installation assumptions.
knee_bolt_left_rim_1,base_side_left,Minimum-X side face; lowest along-grain physical profile corner,-1219.2,-182.70000000000005,277.0,0.6427876096865427,0.7660444431189752,0.7660444431189752,-0.6427876096865427,1480.8671193153732,38.31751978168893,11.1125,Axis normal to side face; use profile to identify corner and positive directions. Conditional package dimensions; follow the stated installation assumptions.
knee_bolt_left_rim_1,base_knee_left_rim,Minimum-X side face; lowest along-grain physical profile corner,-1308.1000000000001,766.099451121687,1526.8698205062055,0.8117811605452602,-0.5839617687689757,-0.5839617687689757,-0.8117811605452602,108.13844490459863,94.7805959139926,11.1125,Axis normal to side face; use profile to identify corner and positive directions. Conditional package dimensions; follow the stated installation assumptions.
