
                        S T E P       1


                                INCREMENT     1


 displacements (vx,vy,vz) for set TOP and time  0.1000000E+01

       102  5.385946E-02 -6.079806E-01  6.102784E-01
       106 -5.023839E-06 -8.779880E-01  7.683611E-01
       114 -5.386977E-02 -6.079723E-01  6.102746E-01
      1821  3.420704E-02 -8.067305E-01  7.163653E-01
      2138 -3.352072E-02 -8.067150E-01  7.163589E-01

 total force (fx,fy,fz) for set FEET and time  0.1000000E+01

       -9.121308E-10  9.192533E+02 -7.713451E+02

                        S T E P       2


                                INCREMENT     1


 displacements (vx,vy,vz) for set TOP and time  0.2000000E+01

       102 -5.385946E-02  6.079806E-01 -6.102784E-01
       106  5.023839E-06  8.779880E-01 -7.683611E-01
       114  5.386977E-02  6.079723E-01 -6.102746E-01
      1821 -3.420704E-02  8.067305E-01 -7.163653E-01
      2138  3.352072E-02  8.067150E-01 -7.163589E-01

 total force (fx,fy,fz) for set FEET and time  0.2000000E+01

        9.121308E-10 -9.192533E+02  7.713451E+02

                        S T E P       3


                                INCREMENT     1


 displacements (vx,vy,vz) for set TOP and time  0.3000000E+01

       102 -2.431959E-03  6.886445E-03 -6.065640E-02
       106  3.300119E-06  1.299647E-02 -6.470776E-02
       114  2.441249E-03  6.885378E-03 -6.066015E-02
      1821 -1.104176E-03  1.313106E-02 -6.056702E-02
      2138  6.114126E-04  1.312521E-02 -6.057995E-02

 total force (fx,fy,fz) for set FEET and time  0.3000000E+01

        1.165323E-10  7.713451E+02  9.192533E+02

                        S T E P       4


                                INCREMENT     1


 displacements (vx,vy,vz) for set TOP and time  0.4000000E+01

       102  1.372895E-01  8.759857E-03  5.631269E-02
       106  1.293875E-01  8.199171E-07 -5.310994E-06
       114  1.372873E-01 -8.755492E-03 -5.632771E-02
      1821  1.280845E-01 -8.563993E-04  2.916158E-02
      2138  1.280862E-01  6.458569E-04 -2.834212E-02

 total force (fx,fy,fz) for set FEET and time  0.4000000E+01

       -1.200000E+03  2.380421E-10 -7.483232E-10

                        S T E P       5


                                INCREMENT     1


 displacements (vx,vy,vz) for set TOP and time  0.5000000E+01

       102  1.056325E-03  6.114845E-01 -5.877533E-01
       106  5.176003E-02  8.779883E-01 -7.683632E-01
       114  1.087847E-01  6.044701E-01 -6.328057E-01
      1821  1.702676E-02  8.063879E-01 -7.047007E-01
      2138  8.475521E-02  8.069733E-01 -7.276958E-01

 total force (fx,fy,fz) for set FEET and time  0.5000000E+01

       -4.800000E+02 -9.192533E+02  7.713451E+02
